X,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,BLOCK,EASE.MENT,APARTMENT.NUMBER,RESIDENTIAL.UNITS,COMMERCIAL.UNITS,TOTAL.UNITS,LAND.SQUARE.FEET,GROSS.SQUARE.FEET,YEAR.BUILT,TAX.CLASS.AT.TIME.OF.SALE,BUILDING.CLASS.AT.TIME.OF.SALE,high.end,sale_year,sale_month,sale_day,sale_minus_built,building_class_same
2156,1,FINANCIAL,47 CONDO NON-BUSINESS STORAGE,53,NA,RSU36,FALSE,FALSE,FALSE,369.5,2667,1903,4,RS,0,2019,6,20,116,0
2157,1,FINANCIAL,48 CONDO TERRACES/GARDENS/CABANAS,53,NA,T4,FALSE,FALSE,FALSE,369.5,813,1932,4,RT,0,2019,5,17,87,0
2158,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS,829,NA,,TRUE,TRUE,TRUE,275,1622,2003,2,D7,1,2019,4,10,16,0
2159,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS,829,NA,,TRUE,TRUE,TRUE,377,1501,1920,2,D7,0,2018,12,14,98,0
2160,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,9,9,55,0
2161,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,8,26,55,0
2163,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,8,19,55,0
2165,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,7,24,55,0
2167,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,6,11,55,0
2168,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,5,8,55,0
2170,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,3,18,55,0
2171,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,3,14,55,0
2172,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,2,7,55,0
2173,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,1,17,55,0
2174,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,1,8,55,0
2175,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,12,10,54,0
2176,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,12,3,54,0
2177,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,11,28,54,0
2178,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,11,13,54,0
2179,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,11,13,54,0
2180,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,10,25,54,0
2181,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,816,NA,,FALSE,FALSE,FALSE,369.5,1772,1903,2,D0,1,2018,12,7,115,0
2182,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,9,3,55,0
2184,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,8,15,55,0
2185,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,8,1,55,0
2186,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,7,30,55,0
2187,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,7,2,55,0
2188,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,6,11,55,0
2189,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,1,2019,6,5,55,0
2191,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,30,55,0
2193,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,24,55,0
2194,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,17,55,0
2195,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,5,55,0
2196,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,3,55,0
2197,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,4,3,55,0
2198,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,3,12,55,0
2199,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,1,24,55,0
2200,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2019,1,16,55,0
2201,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,12,4,54,0
2202,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,11,19,54,0
2203,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,11,14,54,0
2204,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,10,4,54,0
2205,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1964,2,D4,0,2018,10,2,54,0
2206,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1902,2,D0,0,2019,5,7,117,0
2208,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1955,2,D4,0,2019,8,6,64,0
2209,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1955,2,D4,0,2019,5,29,64,0
2210,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1955,2,D4,0,2019,5,15,64,0
2213,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,817,NA,,FALSE,FALSE,FALSE,369.5,1772,1955,2,D4,0,2018,10,16,63,0
2215,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,821,NA,,FALSE,FALSE,FALSE,369.5,1772,1912,2,D4,1,2019,6,24,107,0
2216,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,821,NA,,FALSE,FALSE,FALSE,369.5,1772,1912,2,D4,0,2019,3,11,107,0
2217,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,822,NA,,FALSE,FALSE,FALSE,369.5,1772,2005,2,D4,0,2019,8,14,14,0
2218,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,822,NA,,FALSE,FALSE,FALSE,369.5,1772,2005,2,D4,1,2019,2,22,14,0
2219,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,822,NA,,FALSE,FALSE,FALSE,369.5,1772,2005,2,D4,0,2018,11,1,13,0
2220,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,823,NA,,FALSE,FALSE,FALSE,369.5,1772,1909,2,D0,0,2019,2,7,110,0
2221,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,827,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2019,7,23,109,0
2223,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,9,12,54,0
2224,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,9,6,54,0
2225,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,8,9,54,0
2226,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,7,15,54,0
2227,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,6,5,54,0
2228,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,5,24,54,0
2229,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,5,7,54,0
2230,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,5,6,54,0
2231,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,4,26,54,0
2232,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,4,15,54,0
2233,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,4,3,54,0
2234,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,3,25,54,0
2235,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,3,22,54,0
2236,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2019,3,12,54,0
2237,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,1,2019,2,4,54,0
2238,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2018,12,27,53,0
2239,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2018,12,12,53,0
2240,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2018,11,26,53,0
2241,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,842,NA,,FALSE,FALSE,FALSE,369.5,1772,1965,2,D4,0,2018,10,3,53,0
2242,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,846,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,D0,1,2019,1,24,119,0
2243,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,846,NA,,FALSE,FALSE,FALSE,369.5,1772,1907,2,D0,0,2019,3,28,112,0
2244,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,D0,0,2019,9,12,119,0
2245,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,D0,0,2019,9,10,119,0
2246,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,0,2019,9,8,109,0
2247,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2019,7,18,109,0
2248,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2019,6,26,109,0
2249,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2019,1,24,109,0
2250,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,847,NA,,FALSE,FALSE,FALSE,369.5,1772,1905,2,D0,1,2019,6,4,114,0
2251,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,851,NA,,FALSE,FALSE,FALSE,369.5,1772,1911,2,D4,1,2019,1,22,108,0
2252,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,851,NA,,FALSE,FALSE,FALSE,369.5,1772,1911,2,D4,0,2018,12,13,107,0
2253,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,851,NA,,FALSE,FALSE,FALSE,369.5,1772,1938,2,D4,0,2018,10,24,80,0
2254,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,857,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2018,10,29,108,0
2255,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,12A,FALSE,FALSE,FALSE,369.5,2460,1932,2,R4,0,2018,12,7,86,0
2256,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,17A,FALSE,FALSE,FALSE,369.5,2460,1932,2,R4,0,2018,10,17,86,0
2258,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,12E,FALSE,FALSE,FALSE,369.5,2606,1932,2,R4,0,2018,12,7,86,0
2260,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,7H,FALSE,FALSE,FALSE,369.5,2949,1932,2,R4,0,2018,12,19,86,0
2261,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,3I,FALSE,FALSE,FALSE,369.5,2905,1932,2,R4,0,2018,12,4,86,0
2263,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,1C,FALSE,FALSE,FALSE,369.5,56,2008,2,R4,0,2019,8,26,11,0
2264,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,4C,FALSE,FALSE,FALSE,369.5,461,2008,2,R4,1,2019,6,17,11,0
2265,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,NA,9C,FALSE,FALSE,FALSE,369.5,2641,2008,2,R4,0,2019,1,14,11,0
2267,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,817,NA,20B,FALSE,FALSE,FALSE,369.5,755,1986,2,R4,1,2019,2,5,33,0
2268,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,817,NA,8B,FALSE,FALSE,FALSE,369.5,3112,2012,2,R4,0,2018,10,17,6,0
2269,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,817,NA,12D,FALSE,FALSE,FALSE,369.5,678,2012,2,R4,1,2019,4,10,7,0
2270,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,817,NA,24A,FALSE,FALSE,FALSE,369.5,1718,2012,2,R4,1,2019,8,5,7,0
2271,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,4,FALSE,FALSE,FALSE,369.5,1172,1906,2,R4,0,2018,12,21,112,0
2272,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,4B,FALSE,FALSE,FALSE,369.5,319,1932,2,R4,1,2019,1,24,87,0
2273,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,204,FALSE,FALSE,FALSE,369.5,360,2015,2,R4,1,2018,11,30,3,0
2275,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,601,FALSE,FALSE,FALSE,369.5,541,2015,2,R4,1,2019,3,15,4,0
2276,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,701,FALSE,FALSE,FALSE,369.5,541,2015,2,R4,1,2019,2,15,4,0
2277,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,804,FALSE,FALSE,FALSE,369.5,723,2015,2,R4,1,2019,3,22,4,0
2278,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,904,FALSE,FALSE,FALSE,369.5,723,2015,2,R4,1,2019,6,25,4,0
2279,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,1102,FALSE,FALSE,FALSE,369.5,2844,2015,2,R4,0,2018,12,21,3,0
2280,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,1104,FALSE,FALSE,FALSE,369.5,723,2015,2,R4,1,2018,12,3,3,0
2281,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,1301/,FALSE,FALSE,FALSE,369.5,1985,2015,2,R4,1,2018,10,29,3,0
2282,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,7A,FALSE,FALSE,FALSE,369.5,1426,1932,2,R4,0,2019,1,8,87,0
2283,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,819,NA,8A,FALSE,FALSE,FALSE,369.5,1426,1932,2,R4,1,2018,12,10,86,0
2284,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,820,NA,R10,FALSE,FALSE,FALSE,369.5,1808,1932,2,R4,0,2019,3,23,87,0
2285,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,820,NA,3-E,FALSE,FALSE,FALSE,369.5,257,1932,2,R4,0,2019,1,15,87,0
2288,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,820,NA,11-C,FALSE,FALSE,FALSE,369.5,753,1932,2,R4,1,2019,2,11,87,0
2290,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,821,NA,3L,FALSE,FALSE,FALSE,369.5,83,1906,2,R4,0,2019,1,24,113,0
2292,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,823,NA,6,FALSE,FALSE,FALSE,369.5,2103,1932,2,R4,0,2018,11,16,86,0
2293,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,826,NA,5C,FALSE,FALSE,FALSE,369.5,376,1915,2,R4,1,2018,10,25,103,0
2294,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,826,NA,7D,FALSE,FALSE,FALSE,369.5,574,1915,2,R4,1,2019,9,17,104,0
2295,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,826,NA,8F,FALSE,FALSE,FALSE,369.5,1265,1915,2,R4,1,2019,9,16,104,0
2296,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,826,NA,15D,FALSE,FALSE,FALSE,369.5,1702,1915,2,R4,0,2019,5,30,104,0
2298,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,9B,FALSE,FALSE,FALSE,369.5,1395,1913,2,R4,1,2019,1,30,106,0
2299,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,10A,FALSE,FALSE,FALSE,369.5,1629,1913,2,R4,1,2019,5,1,106,0
2300,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,10B,FALSE,FALSE,FALSE,369.5,1395,1913,2,R4,1,2019,6,28,106,0
2301,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,11B,FALSE,FALSE,FALSE,369.5,1395,1913,2,R4,1,2019,6,24,106,0
2303,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,14C,FALSE,FALSE,FALSE,369.5,454,1913,2,R4,1,2019,1,17,106,0
2304,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,15A,FALSE,FALSE,FALSE,369.5,1998,1913,2,R4,1,2019,5,1,106,0
2305,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,18A,FALSE,FALSE,FALSE,369.5,1998,1913,2,R4,1,2019,6,14,106,0
2306,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,21A,FALSE,FALSE,FALSE,369.5,1998,1913,2,R4,1,2019,5,15,106,0
2308,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,827,NA,PHA,FALSE,FALSE,FALSE,369.5,772,1913,2,R4,1,2019,6,4,106,0
2309,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,842,NA,1,FALSE,FALSE,FALSE,369.5,2803,1900,2,R4,0,2018,12,20,118,0
2310,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,842,NA,5,FALSE,FALSE,FALSE,369.5,470,1900,2,R4,1,2019,5,2,119,0
2313,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,844,NA,8,FALSE,FALSE,FALSE,369.5,3094,1924,2,R4,0,2019,2,18,95,0
2314,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,848,NA,2B,FALSE,FALSE,FALSE,369.5,1139,2007,2,R4,1,2019,6,12,12,0
2315,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,848,NA,3B,FALSE,FALSE,FALSE,369.5,1139,2007,2,R4,1,2019,4,17,12,0
2317,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,5F,FALSE,FALSE,FALSE,369.5,33,1913,2,R4,0,2019,5,31,106,0
2319,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,5H,FALSE,FALSE,FALSE,369.5,251,1913,2,R4,0,2019,1,11,106,0
2320,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,6C,FALSE,FALSE,FALSE,369.5,355,1913,2,R4,1,2019,6,11,106,0
2321,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,6C,FALSE,FALSE,FALSE,369.5,355,1913,2,R4,0,2019,2,21,106,0
2322,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,5,FALSE,FALSE,FALSE,369.5,187,1900,2,R4,1,2019,5,30,119,0
2323,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,11,FALSE,FALSE,FALSE,369.5,652,1900,2,R4,1,2019,3,18,119,0
2324,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,22,FALSE,FALSE,FALSE,369.5,185,1900,2,R4,1,2019,2,8,119,0
2325,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,23,FALSE,FALSE,FALSE,369.5,594,1900,2,R4,0,2019,9,5,119,0
2326,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,32,FALSE,FALSE,FALSE,369.5,652,1900,2,R4,1,2019,2,13,119,0
2327,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,37,FALSE,FALSE,FALSE,369.5,637,1900,2,R4,0,2019,4,30,119,0
2328,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,PH-WE,FALSE,FALSE,FALSE,369.5,1342,1900,2,R4,0,2018,12,26,118,0
2329,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,6D,FALSE,FALSE,FALSE,369.5,362,1913,2,R4,0,2019,3,4,106,0
2330,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,7AC,FALSE,FALSE,FALSE,369.5,405,1913,2,R4,1,2019,2,15,106,0
2332,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,10B,FALSE,FALSE,FALSE,369.5,3008,1913,2,R4,0,2019,8,30,106,0
2334,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,849,NA,12A,FALSE,FALSE,FALSE,369.5,650,1913,2,R4,1,2018,11,29,105,0
2335,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,6C,FALSE,FALSE,FALSE,369.5,2971,1986,2,R4,0,2019,6,4,33,0
2336,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,6E,FALSE,FALSE,FALSE,369.5,2774,1986,2,R4,0,2019,8,12,33,0
2337,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,14G,FALSE,FALSE,FALSE,369.5,2838,1986,2,R4,1,2019,8,22,33,0
2338,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,14H,FALSE,FALSE,FALSE,369.5,2917,1986,2,R4,1,2019,8,22,33,0
2339,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,15E,FALSE,FALSE,FALSE,369.5,2753,1986,2,R4,0,2018,11,1,32,0
2340,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,15M,FALSE,FALSE,FALSE,369.5,2829,1986,2,R4,0,2019,5,9,33,0
2341,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,16A,FALSE,FALSE,FALSE,369.5,240,1986,2,R4,1,2019,6,13,33,0
2342,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,20D,FALSE,FALSE,FALSE,369.5,2580,1986,2,R4,0,2019,9,5,33,0
2343,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,23C,FALSE,FALSE,FALSE,369.5,2971,1986,2,R4,0,2019,6,27,33,0
2344,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,850,NA,PHC,FALSE,FALSE,FALSE,369.5,541,1913,2,R4,0,2018,11,7,105,0
2345,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,851,NA,8A,FALSE,FALSE,FALSE,369.5,2630,1983,2,R4,0,2018,10,30,35,0
2346,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,851,NA,29-B,FALSE,FALSE,FALSE,369.5,2470,1983,2,R4,0,2019,1,3,36,0
2347,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,851,NA,9-C,FALSE,FALSE,FALSE,369.5,51,1983,2,R4,1,2019,9,6,36,0
2348,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,851,NA,27-C,FALSE,FALSE,FALSE,369.5,51,1983,2,R4,1,2018,11,5,35,0
