X,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,BLOCK,EASE.MENT,APARTMENT.NUMBER,RESIDENTIAL.UNITS,COMMERCIAL.UNITS,TOTAL.UNITS,LAND.SQUARE.FEET,GROSS.SQUARE.FEET,YEAR.BUILT,TAX.CLASS.AT.TIME.OF.SALE,BUILDING.CLASS.AT.TIME.OF.SALE,high.end,sale_year,sale_month,sale_day,sale_minus_built,building_class_same
16678,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1231,NA,11B,FALSE,FALSE,FALSE,369.5,244,1912,2,R4,1,2019,6,26,107,0
16679,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1232,NA,4A,FALSE,FALSE,FALSE,369.5,2961,1932,2,R4,0,2019,3,12,87,0
16680,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1232,NA,4A,FALSE,FALSE,FALSE,369.5,2961,1932,2,R4,0,2019,3,12,87,0
16681,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1233,NA,10BB,FALSE,FALSE,FALSE,369.5,46,1911,2,R4,0,2018,11,19,107,0
16682,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1233,NA,2C,FALSE,FALSE,FALSE,369.5,2783,1932,2,R4,0,2019,5,2,87,0
16683,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1233,NA,5B,FALSE,FALSE,FALSE,369.5,2666,1932,2,R4,0,2019,8,8,87,0
16684,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1233,NA,8A/B,FALSE,FALSE,FALSE,369.5,313,1932,2,R4,0,2018,12,5,86,0
16685,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1233,NA,PH4B,FALSE,FALSE,FALSE,369.5,3089,1932,2,R4,0,2019,9,26,87,0
16688,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,615,FALSE,FALSE,FALSE,369.5,1173,1920,2,R4,1,2019,7,10,99,0
16689,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,703,FALSE,FALSE,FALSE,369.5,1850,1920,2,R4,1,2019,8,9,99,0
16691,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,805,FALSE,FALSE,FALSE,369.5,1337,1920,2,R4,1,2019,7,16,99,0
16692,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,811,FALSE,FALSE,FALSE,369.5,1654,1920,2,R4,1,2019,5,28,99,0
16693,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,911,FALSE,FALSE,FALSE,369.5,514,1920,2,R4,1,2019,6,18,99,0
16694,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1234,NA,1006,FALSE,FALSE,FALSE,369.5,1342,1920,2,R4,1,2019,6,18,99,0
16697,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1235,NA,608,FALSE,FALSE,FALSE,369.5,2164,1900,2,R4,0,2018,11,15,118,0
16698,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1236,NA,2G,FALSE,FALSE,FALSE,369.5,560,1932,2,R4,1,2019,4,10,87,0
16699,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1236,NA,5A,FALSE,FALSE,FALSE,369.5,2814,1932,2,R4,0,2018,11,15,86,0
16700,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1236,NA,8E,FALSE,FALSE,FALSE,369.5,457,1932,2,R4,1,2019,9,24,87,0
16701,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,5A,FALSE,FALSE,FALSE,369.5,565,1920,2,R4,0,2019,6,4,99,0
16705,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,PH1D,FALSE,FALSE,FALSE,369.5,449,1985,2,R4,0,2018,12,7,33,0
16707,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,4I,FALSE,FALSE,FALSE,369.5,2584,1985,2,R4,0,2019,8,23,34,0
16708,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,12I,FALSE,FALSE,FALSE,369.5,2584,1985,2,R4,0,2019,1,25,34,0
16709,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,18J,FALSE,FALSE,FALSE,369.5,2584,1985,2,R4,1,2019,9,20,34,0
16710,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1237,NA,18K,FALSE,FALSE,FALSE,369.5,251,1985,2,R4,1,2019,9,20,34,0
16712,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,2H,FALSE,FALSE,FALSE,369.5,726,1932,2,R4,0,2018,12,31,86,0
16713,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,7A,FALSE,FALSE,FALSE,369.5,469,1932,2,R4,1,2019,6,25,87,0
16714,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,9E,FALSE,FALSE,FALSE,369.5,96,1932,2,R4,0,2019,1,23,87,0
16715,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,5-F,FALSE,FALSE,FALSE,369.5,280,1932,2,R4,0,2019,2,8,87,0
16716,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,6-F,FALSE,FALSE,FALSE,369.5,280,1932,2,R4,0,2019,8,28,87,0
16717,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1238,NA,PH-D,FALSE,FALSE,FALSE,369.5,1821,1932,2,R4,0,2018,10,24,86,0
16718,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1239,NA,11A,FALSE,FALSE,FALSE,369.5,2919,1913,2,R4,1,2019,2,20,106,0
16719,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1239,NA,11C,FALSE,FALSE,FALSE,369.5,2849,1913,2,R4,1,2019,2,20,106,0
16720,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1239,NA,5D,FALSE,FALSE,FALSE,369.5,90,1913,2,R4,0,2019,8,9,106,0
16721,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1240,NA,1B,FALSE,FALSE,FALSE,369.5,2817,1875,2,R4,0,2019,9,18,144,0
16722,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1240,NA,10D,FALSE,FALSE,FALSE,369.5,597,1932,2,R4,0,2019,4,1,87,0
16723,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,8A,FALSE,FALSE,FALSE,369.5,2457,1986,2,R4,0,2018,10,18,32,0
16724,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,3D,FALSE,FALSE,FALSE,369.5,2422,1986,2,R4,0,2018,12,28,32,0
16725,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,12D,FALSE,FALSE,FALSE,369.5,2422,1986,2,R4,0,2018,12,17,32,0
16727,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,8J,FALSE,FALSE,FALSE,369.5,2648,1986,2,R4,0,2019,2,11,33,0
16728,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,11J,FALSE,FALSE,FALSE,369.5,2648,1986,2,R4,0,2018,12,11,32,0
16729,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,10L,FALSE,FALSE,FALSE,369.5,2646,1986,2,R4,0,2019,9,24,33,0
16732,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,6R,FALSE,FALSE,FALSE,369.5,2390,1986,2,R4,0,2018,10,29,32,0
16733,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1243,NA,4,FALSE,FALSE,FALSE,369.5,479,2011,2,R4,1,2019,5,31,8,0
16734,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1244,NA,1A,FALSE,FALSE,FALSE,369.5,3079,1920,2,R4,0,2019,7,30,99,0
16735,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1244,NA,2C,FALSE,FALSE,FALSE,369.5,2246,1900,2,R4,0,2019,9,26,119,0
16736,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1246,NA,3C,FALSE,FALSE,FALSE,369.5,2931,1875,2,R4,0,2018,12,14,143,0
16737,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1247,NA,12D,FALSE,FALSE,FALSE,369.5,2617,1950,2,R4,0,2019,8,16,69,0
16738,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1247,NA,3B,FALSE,FALSE,FALSE,369.5,1799,2008,2,R4,0,2019,4,18,11,0
16739,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1247,NA,10,FALSE,FALSE,FALSE,369.5,2876,2008,2,R4,1,2019,5,16,11,0
16740,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1250,NA,PH,FALSE,FALSE,FALSE,369.5,378,1932,2,R4,1,2019,1,17,87,0
16741,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1250,NA,4E,FALSE,FALSE,FALSE,369.5,1387,1932,2,R4,1,2018,12,28,86,0
16742,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1250,NA,6W,FALSE,FALSE,FALSE,369.5,1378,1932,2,R4,1,2019,8,1,87,0
16743,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1251,NA,1B,FALSE,FALSE,FALSE,369.5,3152,1932,2,R4,0,2019,3,6,87,0
16746,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1252,NA,1F,FALSE,FALSE,FALSE,369.5,121,1920,2,R4,0,2019,8,8,99,0
16748,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1252,NA,1F,FALSE,FALSE,FALSE,369.5,121,1920,2,R4,0,2018,10,5,98,0
16749,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1252,NA,5E,FALSE,FALSE,FALSE,369.5,2167,1920,2,R4,0,2018,10,15,98,0
16750,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,F2,FALSE,FALSE,FALSE,369.5,199,1932,2,R4,0,2018,10,29,86,0
16751,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,PH1A,FALSE,FALSE,FALSE,369.5,1235,1932,2,R4,1,2019,4,5,87,0
16752,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,9B,FALSE,FALSE,FALSE,369.5,705,1932,2,R4,1,2019,3,15,87,0
16753,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,2C,FALSE,FALSE,FALSE,369.5,230,1932,2,R4,0,2019,6,20,87,0
16754,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,8C,FALSE,FALSE,FALSE,369.5,164,1932,2,R4,0,2018,12,19,86,0
16756,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,2D,FALSE,FALSE,FALSE,369.5,2606,1932,2,R4,0,2018,10,24,86,0
16757,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,8E,FALSE,FALSE,FALSE,369.5,2978,1932,2,R4,0,2018,11,20,86,0
16758,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,2N,FALSE,FALSE,FALSE,369.5,2641,1931,2,R4,0,2019,2,7,88,0
16760,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,10K,FALSE,FALSE,FALSE,369.5,2638,1931,2,R4,0,2019,6,27,88,0
16761,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,11P,FALSE,FALSE,FALSE,369.5,2180,1931,2,R4,0,2018,10,22,87,0
16763,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,14B,FALSE,FALSE,FALSE,369.5,2772,1931,2,R4,0,2019,6,27,88,0
16764,1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1253,NA,14D,FALSE,FALSE,FALSE,369.5,274,1931,2,R4,0,2019,2,19,88,0
16766,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,R9,0,2019,9,10,119,0
16768,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,R9,0,2019,5,16,119,0
16769,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,R9,0,2019,1,15,119,0
16770,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,R9,0,2018,10,1,118,0
16771,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1213,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,8,1,87,0
16773,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1213,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,4,29,87,0
16774,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1213,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,4,29,87,0
16775,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1223,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,R9,0,2019,6,20,79,0
16776,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1223,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,R9,0,2019,1,29,79,0
16778,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1230,NA,,FALSE,FALSE,FALSE,369.5,1772,1923,2,R9,0,2019,8,5,96,0
16781,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1230,NA,,FALSE,FALSE,FALSE,369.5,1772,1923,2,R9,0,2019,1,18,96,0
16782,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1230,NA,,FALSE,FALSE,FALSE,369.5,1772,1923,2,R9,0,2018,11,19,95,0
16783,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,9,9,104,0
16784,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,9,9,104,0
16785,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,8,22,104,0
16786,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,8,22,104,0
16787,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,2,11,104,0
16788,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2019,2,11,104,0
16789,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1232,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,R9,0,2018,10,22,103,0
16791,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2019,9,18,32,0
16794,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,1,2019,6,27,32,0
16795,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2019,6,5,32,0
16796,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2019,5,30,32,0
16797,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2019,2,1,32,0
16798,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,1,2019,1,14,32,0
16799,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2019,1,5,32,0
16800,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1234,NA,,FALSE,FALSE,FALSE,369.5,1772,1987,2,R9,0,2018,12,28,31,0
16801,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1236,NA,,FALSE,FALSE,FALSE,369.5,1772,1986,2,R9,0,2019,7,24,33,0
16802,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1236,NA,,FALSE,FALSE,FALSE,369.5,1772,1986,2,R9,0,2019,1,29,33,0
16803,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1236,NA,,FALSE,FALSE,FALSE,369.5,1772,1986,2,R9,0,2018,12,10,32,0
16805,1,UPPER WEST SIDE (79-96),17 CONDO COOPS,1245,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,R9,0,2019,2,13,89,0
16808,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1197,NA,,TRUE,FALSE,TRUE,116,2004,1900,2,C2,0,2018,12,31,118,0
16809,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1202,NA,,TRUE,FALSE,TRUE,285,2671,1900,2,C2,0,2019,4,3,119,0
16810,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1213,NA,,TRUE,FALSE,TRUE,290,1987,1900,2,C5,0,2019,5,24,119,0
16811,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1213,NA,,TRUE,FALSE,TRUE,290,1987,1900,2,C5,0,2019,5,24,119,0
16812,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1213,NA,,TRUE,FALSE,TRUE,290,1987,1900,2,C5,1,2019,3,20,119,0
16813,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1213,NA,,TRUE,FALSE,TRUE,290,1987,1900,2,C5,1,2019,3,20,119,0
16814,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1244,NA,,TRUE,FALSE,TRUE,290,2088,1950,2,C2,1,2019,1,31,69,0
16815,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1197,NA,,TRUE,FALSE,TRUE,156,2315,1900,2,C5,0,2018,12,31,118,0
16816,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1198,NA,,TRUE,FALSE,TRUE,290,2348,1900,2,C5,0,2019,2,12,119,0
16817,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1198,NA,,TRUE,FALSE,TRUE,134,2269,1900,2,C5,0,2018,12,31,118,0
16818,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1198,NA,,TRUE,FALSE,TRUE,290,2510,1900,2,C5,0,2019,2,12,119,0
16819,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1198,NA,,TRUE,FALSE,TRUE,134,2269,1900,2,C5,0,2018,12,31,118,0
16821,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1203,NA,,TRUE,FALSE,TRUE,186,2498,1900,2,C5,0,2019,3,15,119,0
16824,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1213,NA,,TRUE,FALSE,TRUE,161,2280,1900,2,C5,0,2018,12,6,118,0
16826,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1214,NA,,TRUE,TRUE,TRUE,379,3071,1900,2,C7,1,2019,8,6,119,0
16827,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1216,NA,,TRUE,FALSE,TRUE,155,2311,1900,2,C5,0,2018,11,30,118,0
16828,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1244,NA,,TRUE,FALSE,TRUE,141,2542,1900,2,C1,0,2018,12,31,118,0
16830,1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,1250,NA,,TRUE,FALSE,TRUE,123,2675,1920,2,C1,0,2019,2,27,99,0
16833,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1196,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,4,8,119,0
16835,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1197,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,9,19,119,0
16837,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1200,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,7,30,109,0
16840,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1201,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,1,11,119,0
16843,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1204,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,7,2,109,0
16845,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1210,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2018,11,29,118,0
16846,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1210,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,1,16,109,0
16847,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1211,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,5,21,109,0
16848,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1211,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,5,13,109,0
16850,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1211,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2019,2,20,109,0
16854,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,6,25,119,0
16856,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1212,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,3,28,119,0
16857,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1216,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,7,12,119,0
16858,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1217,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,9,5,119,0
16859,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1217,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2019,9,16,99,0
16860,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1217,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2018,11,15,98,0
16861,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1218,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2018,11,15,118,0
16866,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1250,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,7,24,119,0
16867,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1250,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,C6,0,2018,12,13,108,0
16868,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1250,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2019,5,28,99,0
16869,1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,1250,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2019,5,10,99,0
16870,1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1202,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,3,28,99,0
16871,1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1202,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,3,5,99,0
16872,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1196,NA,C,FALSE,FALSE,FALSE,369.5,3111,1900,2,R1,0,2019,8,1,119,0
16873,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1211,NA,1,FALSE,FALSE,FALSE,369.5,1215,1910,2,R1,0,2018,12,19,108,0
16874,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1211,NA,2,FALSE,FALSE,FALSE,369.5,327,1910,2,R1,0,2018,12,19,108,0
16875,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1211,NA,3,FALSE,FALSE,FALSE,369.5,350,1910,2,R1,0,2018,12,19,108,0
16876,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1211,NA,4,FALSE,FALSE,FALSE,369.5,350,1910,2,R1,0,2018,12,19,108,0
16878,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1226,NA,2N,FALSE,FALSE,FALSE,369.5,2791,1900,2,R1,0,2018,10,2,118,0
16879,1,UPPER WEST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL,1233,NA,6,FALSE,FALSE,FALSE,369.5,2453,1920,2,R1,0,2019,6,4,99,0
16882,1,UPPER WEST SIDE (79-96),22 STORE BUILDINGS,1232,NA,,FALSE,TRUE,TRUE,730,945,1910,4,K2,0,2018,11,8,108,0
16883,1,UPPER WEST SIDE (79-96),22 STORE BUILDINGS,1232,NA,,FALSE,TRUE,TRUE,730,945,1910,4,K2,0,2018,11,8,108,0
16884,1,UPPER WEST SIDE (79-96),22 STORE BUILDINGS,1239,NA,,TRUE,TRUE,TRUE,420,2351,1950,4,K2,1,2019,4,11,69,0
